Data;10531;10500;10482;10433
2018-03-13 23:54:00;13;18;35;46
2018-03-13 23:57:00;60;39;99;103
2018-03-14 00:00:00;59;41;83;82
2018-03-14 00:03:00;64;43;95;123
2018-03-14 00:06:00;75;51;98;109
2018-03-14 00:09:00;66;36;110;114
2018-03-14 00:12:00;51;49;84;119
2018-03-14 00:15:00;64;38;92;101
2018-03-14 00:18:00;52;30;103;101
2018-03-14 00:21:00;62;44;80;98
2018-03-14 00:24:00;57;41;84;81
2018-03-14 00:27:00;48;34;92;93
2018-03-14 00:30:00;48;35;74;96
2018-03-14 00:33:00;45;28;88;81
2018-03-14 00:36:00;48;21;66;85
2018-03-14 00:39:00;45;38;66;68
2018-03-14 00:42:00;47;28;57;77
2018-03-14 00:45:00;37;23;77;70
2018-03-14 00:48:00;32;19;52;84
2018-03-14 00:51:00;29;21;61;63
2018-03-14 00:54:00;39;20;67;62
2018-03-14 00:57:00;37;26;59;73
2018-03-14 01:00:00;41;34;60;56
2018-03-14 01:03:00;37;19;67;73
2018-03-14 01:06:00;52;35;45;75
2018-03-14 01:09:00;38;20;83;50
2018-03-14 01:12:00;44;25;46;63
2018-03-14 01:15:00;19;20;46;48
2018-03-14 01:18:00;39;21;58;48
2018-03-14 01:21:00;25;22;56;62
2018-03-14 01:24:00;31;16;45;57
2018-03-14 01:27:00;29;19;42;59
2018-03-14 01:30:00;20;21;37;59
2018-03-14 01:33:00;25;14;61;60
2018-03-14 01:36:00;35;23;37;61
2018-03-14 01:39:00;29;24;49;47
2018-03-14 01:42:00;20;15;67;55
2018-03-14 01:45:00;39;25;21;71
2018-03-14 01:48:00;33;20;49;46
2018-03-14 01:51:00;30;22;54;49
2018-03-14 01:54:00;26;22;48;62
2018-03-14 01:57:00;30;13;45;56
2018-03-14 02:00:00;16;14;31;44
2018-03-14 02:03:00;12;13;44;51
2018-03-14 02:06:00;27;15;35;59
2018-03-14 02:09:00;21;12;33;35
2018-03-14 02:12:00;26;19;30;45
2018-03-14 02:15:00;21;17;53;39
2018-03-14 02:18:00;21;15;31;71
2018-03-14 02:21:00;21;12;36;33
2018-03-14 02:24:00;23;18;29;34
2018-03-14 02:27:00;28;20;33;35
2018-03-14 02:30:00;21;12;27;31
2018-03-14 02:33:00;14;12;31;30
2018-03-14 02:36:00;15;10;29;33
2018-03-14 02:39:00;16;10;27;35
2018-03-14 02:42:00;13;6;25;28
2018-03-14 02:45:00;20;10;21;29
2018-03-14 02:48:00;23;14;33;22
2018-03-14 02:51:00;20;18;33;28
2018-03-14 02:54:00;26;18;23;43
2018-03-14 02:57:00;19;15;27;35
2018-03-14 03:00:00;13;13;38;31
2018-03-14 03:03:00;18;10;27;35
2018-03-14 03:06:00;21;9;25;30
2018-03-14 03:09:00;22;14;19;23
2018-03-14 03:12:00;23;15;35;26
2018-03-14 03:15:00;6;12;29;36
2018-03-14 03:18:00;25;10;28;25
2018-03-14 03:21:00;17;16;21;28
2018-03-14 03:24:00;19;12;38;31
2018-03-14 03:27:00;22;13;28;47
2018-03-14 03:30:00;20;17;24;28
2018-03-14 03:33:00;21;14;37;33
2018-03-14 03:36:00;21;18;27;30
2018-03-14 03:39:00;21;20;45;30
2018-03-14 03:42:00;21;13;33;44
2018-03-14 03:45:00;29;22;28;28
2018-03-14 03:48:00;29;13;37;32
2018-03-14 03:51:00;21;17;36;24
2018-03-14 03:54:00;21;19;30;43
2018-03-14 03:57:00;26;21;41;24
2018-03-14 04:00:00;26;24;48;16
2018-03-14 04:03:00;19;16;51;23
2018-03-14 04:06:00;28;27;25;37
2018-03-14 04:09:00;22;15;52;37
2018-03-14 04:12:00;27;20;45;55
2018-03-14 04:15:00;36;21;48;34
2018-03-14 04:18:00;36;26;52;46
2018-03-14 04:21:00;20;21;36;41
2018-03-14 04:24:00;45;28;48;42
2018-03-14 04:27:00;49;29;66;49
2018-03-14 04:30:00;57;44;47;57
2018-03-14 04:33:00;57;40;69;55
2018-03-14 04:36:00;47;34;79;65
2018-03-14 04:39:00;55;49;60;74
2018-03-14 04:42:00;77;44;65;76
2018-03-14 04:45:00;69;55;85;58
2018-03-14 04:48:00;91;48;77;71
2018-03-14 04:51:00;66;61;84;62
2018-03-14 04:54:00;62;40;88;75
2018-03-14 04:57:00;93;51;81;76
2018-03-14 05:00:00;103;63;73;77
2018-03-14 05:03:00;98;70;65;68
2018-03-14 05:06:00;95;60;120;87
2018-03-14 05:09:00;121;69;103;99
2018-03-14 05:12:00;119;85;105;103
2018-03-14 05:15:00;114;82;133;94
2018-03-14 05:18:00;135;85;107;124
2018-03-14 05:21:00;135;84;134;104
2018-03-14 05:24:00;170;98;107;120
2018-03-14 05:27:00;199;121;163;112
2018-03-14 05:30:00;160;123;145;151
2018-03-14 05:33:00;196;98;171;145
2018-03-14 05:36:00;200;133;160;130
2018-03-14 05:39:00;220;131;181;152
2018-03-14 05:42:00;213;111;180;162
2018-03-14 05:45:00;241;131;184;164
2018-03-14 05:48:00;244;174;229;144
2018-03-14 05:51:00;233;185;258;198
2018-03-14 05:54:00;249;145;240;233
2018-03-14 05:57:00;259;207;239;211
2018-03-14 06:00:00;206;139;287;227
2018-03-14 06:03:00;259;191;251;253
2018-03-14 06:06:00;260;174;308;273
2018-03-14 06:09:00;249;205;263;292
2018-03-14 06:12:00;274;203;324;241
2018-03-14 06:15:00;271;212;319;365
2018-03-14 06:18:00;274;204;379;303
2018-03-14 06:21:00;269;210;376;375
2018-03-14 06:24:00;284;222;384;368
2018-03-14 06:27:00;272;229;437;401
2018-03-14 06:30:00;299;226;420;383
2018-03-14 06:33:00;279;235;412;379
2018-03-14 06:36:00;278;223;403;411
2018-03-14 06:39:00;274;214;441;381
2018-03-14 06:42:00;264;147;457;414
2018-03-14 06:45:00;282;207;399;451
2018-03-14 06:48:00;279;160;415;327
2018-03-14 06:51:00;273;189;403;414
2018-03-14 06:54:00;189;186;424;362
2018-03-14 06:57:00;219;192;414;394
2018-03-14 07:00:00;255;185;386;467
2018-03-14 07:03:00;262;193;409;423
2018-03-14 07:06:00;252;177;416;437
2018-03-14 07:09:00;259;155;410;443
2018-03-14 07:12:00;256;203;420;433
2018-03-14 07:15:00;263;166;417;440
2018-03-14 07:18:00;259;170;406;433
2018-03-14 07:21:00;263;192;415;427
2018-03-14 07:24:00;271;164;409;421
2018-03-14 07:27:00;240;178;456;437
2018-03-14 07:30:00;235;192;421;450
2018-03-14 07:33:00;242;130;424;441
2018-03-14 07:36:00;261;167;451;427
2018-03-14 07:39:00;207;137;448;485
2018-03-14 07:42:00;207;149;457;419
2018-03-14 07:45:00;222;118;454;435
2018-03-14 07:48:00;208;134;432;453
2018-03-14 07:51:00;154;154;440;432
2018-03-14 07:54:00;213;163;453;439
2018-03-14 07:57:00;235;142;420;447
2018-03-14 08:00:00;216;167;424;417
2018-03-14 08:03:00;204;138;429;391
2018-03-14 08:06:00;198;158;432;417
2018-03-14 08:09:00;195;144;429;421
2018-03-14 08:12:00;197;104;440;420
2018-03-14 08:15:00;229;156;407;412
2018-03-14 08:18:00;132;152;417;388
2018-03-14 08:21:00;196;147;437;413
2018-03-14 08:24:00;205;152;461;411
2018-03-14 08:27:00;203;132;417;442
2018-03-14 08:30:00;181;148;428;416
2018-03-14 08:33:00;172;173;428;442
2018-03-14 08:36:00;170;167;422;427
2018-03-14 08:39:00;226;112;434;409
2018-03-14 08:42:00;193;160;390;433
2018-03-14 08:45:00;142;104;348;401
2018-03-14 08:48:00;196;173;377;373
2018-03-14 08:51:00;164;153;360;368
2018-03-14 08:54:00;234;104;359;383
2018-03-14 08:57:00;177;118;348;391
2018-03-14 09:00:00;161;113;374;362
2018-03-14 09:03:00;159;150;377;369
2018-03-14 09:06:00;170;106;372;384
2018-03-14 09:09:00;152;94;381;383
2018-03-14 09:12:00;163;113;388;384
2018-03-14 09:15:00;135;100;425;385
2018-03-14 09:18:00;179;142;405;440
2018-03-14 09:21:00;140;117;415;426
2018-03-14 09:24:00;208;142;384;438
2018-03-14 09:27:00;166;157;412;438
2018-03-14 09:30:00;209;116;392;393
2018-03-14 09:33:00;244;178;382;390
2018-03-14 09:36:00;171;131;413;433
2018-03-14 09:39:00;215;86;398;413
2018-03-14 09:42:00;200;138;401;411
2018-03-14 09:45:00;165;106;421;444
2018-03-14 09:48:00;222;167;363;435
2018-03-14 09:51:00;191;115;383;394
2018-03-14 09:54:00;227;144;367;401
2018-03-14 09:57:00;222;144;372;383
2018-03-14 10:00:00;175;94;403;353
2018-03-14 10:03:00;233;124;399;402
2018-03-14 10:06:00;167;100;364;434
2018-03-14 10:09:00;224;112;280;438
2018-03-14 10:12:00;168;138;298;447
2018-03-14 10:15:00;209;114;289;436
2018-03-14 10:18:00;211;104;300;437
2018-03-14 10:21:00;213;109;283;439
2018-03-14 10:24:00;180;143;267;429
2018-03-14 10:27:00;212;137;348;420
2018-03-14 10:30:00;215;99;435;415
2018-03-14 10:33:00;233;77;442;405
2018-03-14 10:36:00;191;112;417;475
2018-03-14 10:39:00;185;138;400;452
2018-03-14 10:42:00;177;109;408;442
2018-03-14 10:45:00;207;109;408;427
2018-03-14 10:48:00;208;96;418;437
2018-03-14 10:51:00;206;130;356;475
2018-03-14 10:54:00;181;91;412;406
2018-03-14 10:57:00;183;133;379;395
2018-03-14 11:00:00;178;91;411;408
2018-03-14 11:03:00;229;102;386;422
2018-03-14 11:06:00;207;107;368;448
2018-03-14 11:09:00;152;80;379;417
2018-03-14 11:12:00;247;130;404;428
2018-03-14 11:15:00;227;139;417;402
2018-03-14 11:18:00;236;101;406;426
2018-03-14 11:21:00;258;120;407;441
2018-03-14 11:24:00;223;164;406;464
2018-03-14 11:27:00;260;128;389;443
2018-03-14 11:30:00;240;99;408;415
2018-03-14 11:33:00;236;104;414;427
2018-03-14 11:36:00;234;116;408;424
2018-03-14 11:39:00;255;136;409;424
2018-03-14 11:42:00;247;145;419;413
2018-03-14 11:45:00;246;124;381;421
2018-03-14 11:48:00;256;147;391;363
2018-03-14 11:51:00;264;141;383;371
2018-03-14 11:54:00;265;123;387;414
2018-03-14 11:57:00;260;136;408;374
2018-03-14 12:00:00;271;123;335;386
2018-03-14 12:03:00;258;127;379;384
2018-03-14 12:06:00;236;134;418;393
2018-03-14 12:09:00;232;153;384;404
2018-03-14 12:12:00;253;105;293;419
2018-03-14 12:15:00;261;175;332;366
2018-03-14 12:18:00;257;115;367;381
2018-03-14 12:21:00;265;110;388;394
2018-03-14 12:24:00;246;75;404;441
2018-03-14 12:27:00;189;90;396;433
2018-03-14 12:30:00;230;99;423;449
2018-03-14 12:33:00;254;157;391;426
2018-03-14 12:36:00;243;162;403;430
2018-03-14 12:39:00;263;139;352;432
2018-03-14 12:42:00;252;144;356;363
2018-03-14 12:45:00;265;158;406;390
2018-03-14 12:48:00;251;148;363;429
2018-03-14 12:51:00;265;160;381;451
2018-03-14 12:54:00;248;142;394;420
2018-03-14 12:57:00;256;146;411;404
2018-03-14 13:00:00;258;151;400;434
2018-03-14 13:03:00;264;128;406;451
2018-03-14 13:06:00;257;174;402;401
2018-03-14 13:09:00;256;153;395;432
2018-03-14 13:12:00;264;163;382;430
2018-03-14 13:15:00;262;82;412;409
2018-03-14 13:18:00;271;157;417;406
2018-03-14 13:21:00;273;184;403;437
2018-03-14 13:24:00;263;152;397;440
2018-03-14 13:27:00;267;179;419;392
2018-03-14 13:30:00;269;148;379;431
2018-03-14 13:33:00;261;176;416;417
2018-03-14 13:36:00;270;152;399;408
2018-03-14 13:39:00;254;143;374;442
2018-03-14 13:42:00;259;129;433;432
2018-03-14 13:45:00;267;169;408;469
2018-03-14 13:48:00;251;150;402;408
2018-03-14 13:51:00;252;132;395;435
2018-03-14 13:54:00;244;129;417;431
2018-03-14 13:57:00;261;140;349;427
2018-03-14 14:00:00;257;144;248;408
2018-03-14 14:03:00;265;93;404;326
2018-03-14 14:06:00;255;92;404;401
2018-03-14 14:09:00;260;75;395;429
2018-03-14 14:12:00;243;76;420;456
2018-03-14 14:15:00;276;114;377;447
2018-03-14 14:18:00;276;183;391;454
2018-03-14 14:21:00;260;149;403;419
2018-03-14 14:24:00;251;150;402;406
2018-03-14 14:27:00;263;149;378;412
2018-03-14 14:30:00;236;143;364;388
2018-03-14 14:33:00;263;156;358;410
2018-03-14 14:36:00;271;147;354;458
2018-03-14 14:39:00;259;141;370;450
2018-03-14 14:42:00;263;177;389;413
2018-03-14 14:45:00;268;134;385;418
2018-03-14 14:48:00;234;140;398;397
2018-03-14 14:51:00;253;145;425;374
2018-03-14 14:54:00;267;160;426;411
2018-03-14 14:57:00;270;125;417;457
2018-03-14 15:00:00;248;186;400;422
2018-03-14 15:03:00;264;123;409;423
2018-03-14 15:06:00;259;110;404;410
2018-03-14 15:09:00;259;127;441;408
2018-03-14 15:12:00;272;148;374;435
2018-03-14 15:15:00;265;111;371;389
2018-03-14 15:18:00;266;170;372;360
2018-03-14 15:21:00;276;166;371;377
2018-03-14 15:24:00;280;154;384;378
2018-03-14 15:27:00;284;176;391;396
2018-03-14 15:30:00;260;166;352;389
2018-03-14 15:33:00;252;149;374;412
2018-03-14 15:36:00;259;150;361;370
2018-03-14 15:39:00;232;168;355;412
2018-03-14 15:42:00;258;146;402;357
2018-03-14 15:45:00;271;157;330;399
2018-03-14 15:48:00;265;156;400;396
2018-03-14 15:51:00;263;125;317;402
2018-03-14 15:54:00;260;107;381;396
2018-03-14 15:57:00;261;157;386;388
2018-03-14 16:00:00;270;143;337;351
2018-03-14 16:03:00;263;131;385;413
2018-03-14 16:06:00;262;143;379;356
2018-03-14 16:09:00;231;130;323;397
2018-03-14 16:12:00;255;160;321;349
2018-03-14 16:15:00;284;138;318;381
2018-03-14 16:18:00;248;145;329;404
2018-03-14 16:21:00;250;145;340;367
2018-03-14 16:24:00;270;142;383;373
2018-03-14 16:27:00;284;155;402;392
2018-03-14 16:30:00;281;112;293;380
2018-03-14 16:33:00;273;146;324;378
2018-03-14 16:36:00;267;150;368;349
2018-03-14 16:39:00;259;107;372;386
2018-03-14 16:42:00;268;92;364;353
2018-03-14 16:45:00;258;150;320;405
2018-03-14 16:48:00;267;142;351;350
2018-03-14 16:51:00;256;153;382;334
2018-03-14 16:54:00;257;152;376;307
2018-03-14 16:57:00;227;118;368;350
2018-03-14 17:00:00;261;122;315;372
2018-03-14 17:03:00;251;155;343;362
2018-03-14 17:06:00;247;146;334;327
2018-03-14 17:09:00;243;145;364;368
2018-03-14 17:12:00;265;156;342;375
2018-03-14 17:15:00;250;170;331;366
2018-03-14 17:18:00;263;173;327;348
2018-03-14 17:21:00;262;170;341;320
2018-03-14 17:24:00;254;173;357;324
2018-03-14 17:27:00;258;161;320;395
2018-03-14 17:30:00;259;170;300;316
2018-03-14 17:33:00;256;147;308;367
2018-03-14 17:36:00;259;158;296;359
2018-03-14 17:39:00;246;180;306;351
2018-03-14 17:42:00;268;140;327;339
2018-03-14 17:45:00;268;109;370;314
2018-03-14 17:48:00;256;99;394;180
2018-03-14 17:51:00;268;154;315;149
2018-03-14 17:54:00;267;148;244;155
2018-03-14 17:57:00;256;139;361;113
2018-03-14 18:00:00;266;166;376;161
2018-03-14 18:03:00;261;173;345;93
2018-03-14 18:06:00;237;146;270;165
2018-03-14 18:09:00;222;128;406;120
2018-03-14 18:12:00;222;139;371;111
2018-03-14 18:15:00;224;140;288;318
2018-03-14 18:18:00;274;149;262;323
2018-03-14 18:21:00;283;187;336;342
2018-03-14 18:24:00;276;188;276;372
2018-03-14 18:27:00;263;181;315;309
2018-03-14 18:30:00;219;173;332;333
2018-03-14 18:33:00;277;166;407;326
2018-03-14 18:36:00;259;146;340;380
2018-03-14 18:39:00;251;113;325;317
2018-03-14 18:42:00;273;175;303;338
2018-03-14 18:45:00;264;121;314;392
2018-03-14 18:48:00;286;138;272;355
2018-03-14 18:51:00;262;135;330;351
2018-03-14 18:54:00;264;136;304;311
2018-03-14 18:57:00;285;142;359;358
2018-03-14 19:00:00;273;108;356;385
2018-03-14 19:03:00;264;144;232;376
2018-03-14 19:06:00;236;146;306;358
2018-03-14 19:09:00;232;130;367;325
2018-03-14 19:12:00;249;146;360;329
2018-03-14 19:15:00;258;132;396;327
2018-03-14 19:18:00;250;132;294;341
2018-03-14 19:21:00;253;139;314;328
2018-03-14 19:24:00;242;148;276;288
2018-03-14 19:27:00;249;144;275;377
2018-03-14 19:30:00;246;162;340;329
2018-03-14 19:33:00;242;144;229;338
2018-03-14 19:36:00;269;149;330;327
2018-03-14 19:39:00;260;144;250;311
2018-03-14 19:42:00;271;150;323;307
2018-03-14 19:45:00;255;167;292;329
2018-03-14 19:48:00;269;146;269;323
2018-03-14 19:51:00;257;145;338;304
2018-03-14 19:54:00;242;149;353;319
2018-03-14 19:57:00;255;128;326;338
2018-03-14 20:00:00;251;146;310;311
2018-03-14 20:03:00;253;158;321;333
2018-03-14 20:06:00;240;146;231;333
2018-03-14 20:09:00;192;153;284;366
2018-03-14 20:12:00;259;150;319;345
2018-03-14 20:15:00;261;156;279;333
2018-03-14 20:18:00;252;172;330;291
2018-03-14 20:21:00;243;161;283;324
2018-03-14 20:24:00;242;157;280;326
2018-03-14 20:27:00;250;145;270;226
2018-03-14 20:30:00;237;130;212;246
2018-03-14 20:33:00;241;131;305;236
2018-03-14 20:36:00;236;119;302;235
2018-03-14 20:39:00;242;102;187;271
2018-03-14 20:42:00;241;93;256;225
2018-03-14 20:45:00;236;139;208;206
2018-03-14 20:48:00;245;148;270;296
2018-03-14 20:51:00;241;126;241;314
2018-03-14 20:54:00;232;78;242;294
2018-03-14 20:57:00;219;98;309;270
2018-03-14 21:00:00;201;100;279;302
2018-03-14 21:03:00;197;97;323;335
2018-03-14 21:06:00;191;110;253;324
2018-03-14 21:09:00;114;93;236;302
2018-03-14 21:12:00;152;82;272;303
2018-03-14 21:15:00;190;116;204;284
2018-03-14 21:18:00;163;127;227;319
2018-03-14 21:21:00;199;117;245;343
2018-03-14 21:24:00;208;129;254;293
2018-03-14 21:27:00;200;133;242;270
2018-03-14 21:30:00;220;117;221;273
2018-03-14 21:33:00;183;155;267;254
2018-03-14 21:36:00;179;111;290;251
2018-03-14 21:39:00;201;126;307;329
2018-03-14 21:42:00;198;143;291;305
2018-03-14 21:45:00;190;125;302;326
2018-03-14 21:48:00;183;92;280;323
2018-03-14 21:51:00;197;127;295;310
2018-03-14 21:54:00;177;133;281;343
2018-03-14 21:57:00;168;87;231;323
2018-03-14 22:00:00;198;112;226;291
2018-03-14 22:03:00;196;134;234;270
2018-03-14 22:06:00;185;125;254;300
2018-03-14 22:09:00;174;112;294;290
2018-03-14 22:12:00;198;126;278;356
2018-03-14 22:15:00;177;128;292;324
2018-03-14 22:18:00;199;116;297;344
2018-03-14 22:21:00;183;121;268;363
2018-03-14 22:24:00;179;110;284;335
2018-03-14 22:27:00;150;126;248;330
2018-03-14 22:30:00;167;91;277;313
2018-03-14 22:33:00;196;107;228;275
2018-03-14 22:36:00;157;133;256;320
2018-03-14 22:39:00;152;74;262;289
2018-03-14 22:42:00;135;112;217;329
2018-03-14 22:45:00;132;81;208;258
2018-03-14 22:48:00;138;77;230;258
2018-03-14 22:51:00;134;83;203;265
2018-03-14 22:54:00;165;107;171;254
2018-03-14 22:57:00;161;93;202;232
2018-03-14 23:00:00;142;94;170;248
2018-03-14 23:03:00;153;92;179;212
2018-03-14 23:06:00;163;83;175;200
2018-03-14 23:09:00;114;99;199;234
2018-03-14 23:12:00;145;95;185;220
2018-03-14 23:15:00;120;76;186;221
2018-03-14 23:18:00;124;79;166;228
2018-03-14 23:21:00;126;74;148;173
2018-03-14 23:24:00;131;102;163;178
2018-03-14 23:27:00;139;86;181;199
2018-03-14 23:30:00;113;87;153;155
2018-03-14 23:33:00;127;61;153;190
2018-03-14 23:36:00;97;73;152;151
2018-03-14 23:39:00;85;50;160;195
2018-03-14 23:42:00;109;70;114;183
2018-03-14 23:45:00;104;74;152;128
2018-03-14 23:48:00;106;69;127;171
2018-03-14 23:51:00;83;66;144;137
2018-03-14 23:54:00;65;33;67;116
